date,erva,age,susceptible,infected detected,infected undetected,infected,exposed,recovered,First dose,Second dose,ward,icu,death,First dose cumulative,Second dose cumulative
2021-08-21,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-22,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-23,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-24,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-25,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-26,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-27,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-28,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-29,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-30,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-08-31,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-01,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-02,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-03,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-04,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-05,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-06,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-07,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-08,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-09,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-10,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-11,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-12,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-13,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-14,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-15,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-16,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-17,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-18,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-19,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-20,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-21,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-22,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-23,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-24,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-25,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-26,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-27,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-28,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-29,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-09-30,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-01,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-02,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-03,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-04,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-05,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-06,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-07,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-08,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-09,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-10,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-11,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-12,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-13,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-14,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-15,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-16,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-17,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-18,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-19,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-20,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-21,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-22,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-23,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-24,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-25,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-26,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-27,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-28,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-29,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-30,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-10-31,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-01,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-02,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-03,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-04,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-05,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-06,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-07,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-08,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-09,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-10,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-11,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-12,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-13,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-14,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-15,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-16,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-17,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-18,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-19,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-20,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-21,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-22,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-23,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-24,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-25,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-26,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-27,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-28,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-29,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-11-30,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-01,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-02,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-03,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-04,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-05,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-06,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-07,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-08,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-09,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-10,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-11,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-12,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-13,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-14,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-15,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-16,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-17,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-18,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-19,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-20,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-21,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-22,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-23,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-24,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-25,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-26,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-27,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-28,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-29,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-30,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2021-12-31,HYKS,20-29,272674.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-01,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-02,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-03,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-04,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-05,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-06,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-07,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-08,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-09,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-10,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-11,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-12,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-13,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-14,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-15,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-16,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-17,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-18,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-19,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-20,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-21,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-22,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-23,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-24,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-25,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-26,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-27,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-28,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-29,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-30,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-01-31,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-01,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-02,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-03,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-04,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-05,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-06,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-07,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-08,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-09,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-10,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-11,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-12,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-13,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-14,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-15,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-16,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-17,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-18,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-19,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-20,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-21,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-22,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-23,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-24,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-25,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-26,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-27,HYKS,30-39,316173.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-28,HYKS,30-39,316172.6718162395,0.1428571428571428,0.1853266177011268,0.18753357746186833,0.14065018309640123,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-02-29,HYKS,30-39,316171.68726495776,0.5714285714285712,0.7413064708045072,0.7501343098474733,0.5626007323856049,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-01,HYKS,30-39,316171.3590811972,0.714285714285714,0.9266330885056341,0.9376678873093418,0.7032509154820064,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-02,HYKS,30-39,316171.03089743666,0.8571428571428568,1.1119597062067608,1.1252014647712099,0.8439010985784074,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-03,HYKS,30-39,316171.03089743666,0.8571428571428568,1.1119597062067608,1.1252014647712099,0.8439010985784074,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-04,HYKS,30-39,316169.6119852954,1.474789915966386,1.9132247886204563,1.9360084026210527,1.4520063019657894,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-05,HYKS,30-39,316168.1930731542,2.092436974789915,2.714489871034152,2.7468153404708957,2.060111505353172,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-06,HYKS,30-39,316168.04828620097,2.155462184873949,2.7962516141375904,2.8295507422923083,2.122163056719231,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-07,HYKS,30-39,316167.1409546277,2.550420168067226,3.3086252042524698,3.3480259270398256,2.511019445279869,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-08,HYKS,30-39,316165.57725553325,3.231092436974789,4.191652029769604,4.241568266711082,3.181176200033311,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-09,HYKS,30-39,316164.95949786634,3.4999999999999987,4.540502133677607,4.594572647815775,3.445929485861831,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-10,HYKS,30-39,316159.37933865684,5.929022082018926,7.691639261151026,7.783235053239972,5.8374262899299785,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-11,HYKS,30-39,316146.8478527743,11.383930228242715,14.768216997420879,14.944084128950625,11.208063096712968,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-12,HYKS,30-39,316123.7140643938,21.453980330302464,27.831955275890227,28.163391774967252,21.12254383122544,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-13,HYKS,30-39,316103.5404460325,30.235479680831318,39.22407428673731,39.691173695753506,29.76838027181513,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-14,HYKS,30-39,316094.27201046847,34.269994433104465,44.45799509846589,44.98742258946877,33.74056694210158,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-15,HYKS,30-39,316087.7936545092,37.08999814436815,48.11634734645776,48.689340280471946,36.51700521035396,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-16,HYKS,30-39,316061.9548317311,48.33753943217665,62.707628836721035,63.45438186794153,47.59078640095615,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-17,HYKS,30-39,316050.0245640717,53.53073957237994,69.4446963559233,70.27167767331613,52.7037582549871,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-18,HYKS,30-39,316051.0505994065,53.08411029325855,68.86529030026227,69.68537176772618,52.26402882579463,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-19,HYKS,30-39,316047.66999992315,54.55567239163453,70.77432768526663,71.61714290108637,53.712857175814776,0,0.0,0.0,0.0,0.0,0.0,0,0
2020-03-20,HYKS,30-39,316037.0479695895,59.17940179927562,76.77262861125013,77.68687452030042,58.265155890225316,0,0.0,0.0,0.0,0.0,0.0,0,0
